date,spy_open,spy_high,spy_low,spy_adj_close,spy_volume,log_return,umich_sentiment,vix,sent_vix_gap
2010-02-17,82.506814,82.611571,82.110256,82.499336,168845100,0.004727,73.6,22.54,0.244007
2010-02-18,82.364613,83.15773,82.334684,82.985641,193708600,0.005877,73.6,22.54,0.244007
2010-02-19,82.768716,83.479528,82.574176,83.157791,222684900,0.002072,73.6,22.54,0.244007
2010-02-22,83.464522,83.486967,82.925799,83.172714,132346900,0.000179,73.6,22.54,0.244007
2010-02-23,82.948252,83.202646,81.945627,82.162613,207497000,-0.012219,73.6,22.54,0.244007
2010-02-24,82.409504,83.052978,82.200001,82.918297,176350700,0.009155,73.6,22.54,0.244007
2010-02-25,81.736121,82.865943,81.511657,82.806084,259634700,-0.001354,73.6,22.54,0.244007
2010-02-26,82.880898,83.142781,82.387072,82.858452,173589300,0.000632,73.6,22.54,0.244007
2010-03-01,83.202679,83.801261,83.180233,83.718956,147709700,0.010332,73.6,17.767391,-0.513952
2010-03-02,84.078077,84.354917,83.801232,83.950874,160992400,0.002766,73.6,17.767391,-0.513952
2010-03-03,84.167878,84.527028,83.816211,84.025719,150785000,0.000891,73.6,17.767391,-0.513952
2010-03-04,84.137949,84.399832,83.823695,84.280113,135770400,0.003023,73.6,17.767391,-0.513952
2010-03-05,84.82629,85.552063,84.624266,85.484726,176118800,0.014192,73.6,17.767391,-0.513952
2010-03-08,85.492224,85.686759,85.35006,85.499702,114631200,0.000175,73.6,17.767391,-0.513952
2010-03-09,85.245295,86.038412,85.200403,85.641853,154556700,0.001661,73.6,17.767391,-0.513952
2010-03-10,85.679277,86.255408,85.604456,86.02346,186088800,0.004446,73.6,17.767391,-0.513952
2010-03-11,85.821422,86.405043,85.559545,86.382591,160791100,0.004166,73.6,17.767391,-0.513952
2010-03-12,86.756735,86.771703,86.150674,86.390106,162074800,8.7e-05,73.6,17.767391,-0.513952
2010-03-15,86.24044,86.472388,85.746609,86.412529,146816800,0.00026,73.6,17.767391,-0.513952
2010-03-16,86.651974,87.183214,86.412542,87.100914,168673000,0.007935,73.6,17.767391,-0.513952
2010-03-17,87.362786,87.901509,87.108386,87.61718,177468100,0.00591,73.6,17.767391,-0.513952
2010-03-18,87.624656,87.744369,87.220614,87.572281,196509100,-0.000513,73.6,17.767391,-0.513952
2010-03-19,87.129013,88.120737,86.790922,87.129013,226641100,-0.005075,73.6,17.767391,-0.513952
2010-03-22,86.633147,87.752598,86.580556,87.594818,184477800,0.005332,73.6,17.767391,-0.513952
2010-03-23,87.722572,88.286052,87.437072,88.210922,182941600,0.007009,73.6,17.767391,-0.513952
2010-03-24,87.880335,88.225935,86.836019,87.782661,196072600,-0.004867,73.6,17.767391,-0.513952
2010-03-25,88.37617,88.781876,87.53471,87.639893,223396300,-0.001628,73.6,17.767391,-0.513952
2010-03-26,87.805183,88.218398,87.241703,87.587303,205808500,-0.0006,73.6,17.767391,-0.513952
2010-03-29,88.030591,88.301061,87.669967,88.143288,134513500,0.006328,73.6,17.767391,-0.513952
2010-03-30,88.248438,88.526423,87.835223,88.203362,145772500,0.000681,73.6,17.767391,-0.513952
2010-03-31,87.865303,88.293547,87.609861,87.90287,161078700,-0.003413,73.6,17.767391,-0.513952
2010-04-01,88.503906,88.841992,87.977988,88.503906,161215200,0.006814,72.2,17.424286,-0.670356
2010-04-05,88.841998,89.285266,88.594066,89.225166,105847600,0.008116,72.2,17.424286,-0.670356
2010-04-06,88.969712,89.593298,88.872044,89.435524,110384200,0.002355,72.2,17.424286,-0.670356
2010-04-07,89.255214,89.675943,88.511416,88.924637,184576300,-0.005729,72.2,17.424286,-0.670356
2010-04-08,88.616595,89.382931,88.353639,89.232666,158704000,0.003458,72.2,17.424286,-0.670356
2010-04-09,89.420513,89.856272,89.25523,89.81871,133006500,0.006546,72.2,17.424286,-0.670356
2010-04-12,89.931388,90.19435,89.826206,89.961441,110279000,0.001588,72.2,17.424286,-0.670356
2010-04-13,89.871287,90.186834,89.405475,90.02906,125043600,0.000751,72.2,17.424286,-0.670356
2010-04-14,90.359636,91.050842,90.216892,91.050842,161609000,0.011286,72.2,17.424286,-0.670356
2010-04-15,90.900567,91.336326,90.870514,91.125961,144615300,0.000825,72.2,17.424286,-0.670356
2010-04-16,90.802893,91.125955,89.217636,89.675934,366786700,-0.01604,72.2,17.424286,-0.670356
2010-04-19,89.412989,90.104189,89.007282,90.01403,217947800,0.003763,72.2,17.424286,-0.670356
2010-04-20,90.577522,90.893075,90.059124,90.81794,157708000,0.008891,72.2,17.424286,-0.670356
2010-04-21,90.870538,91.080909,90.149284,90.652664,192910100,-0.001822,72.2,17.424286,-0.670356
2010-04-22,90.014053,91.035831,89.495656,90.923134,115360300,0.002979,72.2,17.424286,-0.670356
2010-04-23,90.863037,91.554238,90.630128,91.51667,177335500,0.006507,72.2,17.424286,-0.670356
2010-04-26,91.546704,91.74956,91.080898,91.171051,143457300,-0.003784,72.2,17.424286,-0.670356
2010-04-27,90.645127,91.163525,88.84199,89.014793,355853300,-0.023935,72.2,17.424286,-0.670356
2010-04-28,89.443052,89.916373,88.857028,89.690979,300674100,0.007568,72.2,17.424286,-0.670356
2010-04-29,90.231923,90.990744,90.209385,90.802917,193775000,0.012321,72.2,17.424286,-0.670356
2010-04-30,90.81793,90.915604,89.240188,89.262726,270000900,-0.017107,72.2,17.424286,-0.670356
2010-05-03,89.690971,90.667671,89.555735,90.419739,182747900,0.012879,73.6,31.9295,1.735195
2010-05-04,89.412992,89.428015,87.842758,88.293541,360353400,-0.023796,73.6,31.9295,1.735195
2010-05-05,87.572305,88.50393,87.129037,87.767647,328973200,-0.005974,73.6,31.9295,1.735195
2010-05-06,87.346899,87.902865,78.887186,84.852562,647356600,-0.033778,73.6,31.9295,1.735195
2010-05-07,84.627171,85.476146,82.200454,83.59037,637558800,-0.014987,73.6,31.9295,1.735195
2010-05-10,87.008812,87.639913,86.332641,87.271774,396159600,0.043099,73.6,31.9295,1.735195
2010-05-11,86.452832,88.173325,86.332626,87.023827,317849800,-0.002845,73.6,31.9295,1.735195
2010-05-12,87.369439,88.368678,87.219174,88.240952,235607100,0.013889,73.6,31.9295,1.735195
